10001	1
10002	1
10008	1
10011	1
10033	1
10035	1
10036	1
10037	1
10039	1
10054	1
10064	1
10069	1
10070	1
10071	1
10073	1
10086	1
10094	1
10102	1
10103	1
10104	1
10115	1
10116	1
10117	1
10118	1
10120	1
1012	1
10125	1
10160	1
10166	1
10167	1
10171	1
10199	1
10207	1
10216	1
10218	1
10219	1
10222	1
10223	1
10233	1
10234	1
10244	1
10256	1
10271	1
10274	1
10275	1
10286	1
10288	1
10294	1
10297	1
10300	1
10328	1
10332	1
10377	1
10378	1
10386	1
10390	1
10391	1
10398	1
10413	1
10425	1
10426	1
10447	1
10451	1
10465	1
10467	1
10471	1
10480	1
10481	1
10490	1
10493	1
105	1
10514	1
10526	1
10528	1
10538	1
10541	1
10543	1
10552	1
10553	1
10556	1
10564	1
10570	1
10593	1
10594	1
10596	1
10606	1
10607	1
10610	1
10616	1
10643	1
10644	1
10667	1
10671	1
10675	1
10682	1
10720	1
10727	1
10729	1
10735	1
10740	1
10744	1
10745	1
10752	1
10760	1
10770	1
10771	1
10772	1
10774	1
10775	1
10777	1
10780	1
10786	1
10795	1
10796	1
10801	1
10802	1
10836	1
10837	1
10838	1
10839	1
10856	1
10868	1
10869	1
10877	1
10882	1
10888	1
10898	1
10899	1
10900	1
11019	1
11022	1
11026	1
11036	1
11052	1
11070	1
11075	1
11081	1
11103	1
11116	1
11128	1
11132	1
11133	1
11140	1
11144	1
11149	1
11153	1
11232	1
11235	1
11237	1
11249	1
11331	1
11332	1
11334	1
11341	1
11342	1
11351	1
11377	1
11383	1
11391	1
11407	1
11411	1
11433	1
11435	1
11457	1
11460	1
11461	1
11473	1
11479	1
11480	1
11482	1
11483	1
11484	1
11493	1
11502	1
11509	1
11519	1
11523	1
11524	1
11536	1
11537	1
11546	1
11560	1
11562	1
11565	1
11572	1
11594	1
11600	1
11657	1
11658	1
11672	1
11674	1
11691	1
11714	1
11741	1
11742	1
11794	1
11809	1
11810	1
11822	1
11838	1
11861	1
11862	1
11868	1
11870	1
11874	1
11920	1
11929	1
11949	1
11963	1
11969	1
11970	1
11973	1
11977	1
11984	1
12000	1
12004	1
12014	1
12015	1
12021	1
12022	1
12046	1
12051	1
12055	1
12058	1
12067	1
12079	1
12091	1
12127	1
12142	1
12145	1
12146	1
12193	1
12204	1
12205	1
12206	1
12213	1
12214	1
12224	1
12226	1
12240	1
12271	1
12272	1
12305	1
12311	1
12324	1
12407	1
12408	1
12428	1
12439	1
12440	1
12442	1
12445	1
12448	1
12449	1
12464	1
12486	1
12487	1
12494	1
12496	1
12501	1
12505	1
12511	1
12516	1
12531	1
12533	1
12536	1
12546	1
12554	1
12557	1
12565	1
12567	1
12571	1
12583	1
12595	1
12603	1
12613	1
12614	1
12619	1
12621	1
12624	1
12629	1
12632	1
12638	1
12655	1
12657	1
12663	1
12677	1
12680	1
12683	1
12689	1
12692	1
12693	1
12697	1
12705	1
12706	1
12707	1
12712	1
12714	1
12715	1
12716	1
12718	1
12721	1
12722	1
12723	1
12725	1
12726	1
12730	1
12731	1
12733	1
12760	1
12764	1
12776	1
